ItemNumber, cla_maj_femi, qtd_maj_femi, cla_maj_masc, qtd_maj_masc, f1_class, f2_class, f3_class, f4_class, m1_class, m2_class, m3_class, m4_class, f1_tempo, f2_tempo, f3_tempo, f4_tempo, m1_tempo, m2_tempo, m3_tempo, m4_tempo
       518, neutra      ,            3, neutra      ,            4, neutra  , neutra  , negativa, neutra  , neutra  , neutra  , neutra  , neutra  ,   13.478,    9.21 ,   15.917,    7.324,   24.143,    6.01 ,    5.742,   23.044
       519, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    5.305,    3.871,    5.053,    4.236,    4.798,    3.784,    2.079,    4.05
       520, neutra      ,            3, neutra      ,            4, negativa, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,   18.054,   31.624,    5.762,    2.698,    8.298,    3.83 ,    3.528,    4.552
       521, positiva    ,            3, neutra      ,            2, positiva, positiva, negativa, positiva, neutra  , neutra  , positiva, positiva,   17.602,   13.027,   38.708,   10.569,   17.459,    6.512,    6.91 ,    6.097
       522, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    4.834,    4.236,    5.314,    2.447,    3.573,    2.455,    2.282,    2.127
       523, negativa    ,            2, negativa    ,            4, negativa, negativa, neutra  , neutra  , negativa, negativa, negativa, negativa,    6.5  ,   71.608,    6.966,  124.152,    3.272,    2.917,    5.614,    2.661
       524, negativa    ,            2, negativa    ,            3, negativa, neutra  , negativa, neutra  , neutra  , negativa, negativa, negativa,   20.079,   16.425,   25.982,   11.72 ,   34.772,    5.197,    8.569,    5.031
       525, neutra      ,            3, neutra      ,            4, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    7.939,    7.318,    9.928,    5.031,    5.973,    4.437,    3.136,    3.959
       526, positiva    ,            2, positiva    ,            4, positiva, neutra  , positiva, neutra  , positiva, positiva, positiva, positiva,   17.361,   20.357,   10.706,    6.759,    6.854,    6.911,    4.638,    8.232
       527, positiva    ,            2, neutra      ,            2, negativa, positiva, positiva, neutra  , neutra  , negativa, negativa, neutra  ,   13.867,   16.298,   14.721,    5.735,   19.44 ,    5.75 ,    7.985,    7.714
       528, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.016,    5.703,    3.532,    2.749,    2.654,    3.107,    1.99 ,    1.741
       529, neutra      ,            3, neutra      ,            4, negativa, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    9.529,   13.496,    5.556,    2.415,    2.538,    2.635,    2.047,    2.696
       530, neutra      ,            3, neutra      ,            4, neutra  , neutra  , negativa, neutra  , neutra  , neutra  , neutra  , neutra  ,    5.272,   26.898,    6.36 ,    3.67 ,    4.569,    3.822,  253.701,   25.604
       531, neutra      ,            4, negativa    ,            2, neutra  , neutra  , neutra  , neutra  , negativa, negativa, neutra  , neutra  ,   10.246,    8.124,   14.834,    3.687,   10.058,    4.451,    3.216,    5.792
       532, neutra      ,            2, positiva    ,            3, neutra  , positiva, neutra  , positiva, positiva, positiva, neutra  , positiva,    9.123,    9.909,   11.611,    9.071,   19.421,    2.936,    6.208,   13.218
       533, positiva    ,            2, positiva    ,            3, positiva, positiva, negativa, neutra  , positiva, positiva, positiva, neutra  ,   18.614,    4.501,   35.049,    3.993,    6.42 ,    4.627,    1.983,   10.296
       534, positiva    ,            2, positiva    ,            3, positiva, positiva, negativa, neutra  , neutra  , positiva, positiva, positiva,   11.488,    9.442,    7.009,    3.128,    5.588,    3.179,    2.143,    4.984
       535, neutra      ,            2, neutra      ,            2, neutra  , negativa, negativa, neutra  , neutra  , positiva, neutra  , negativa,   10.252,    4.335,    7.159,    2.296,    8.775,    0.045,    2.793,    3.369
       536, neutra      ,            3, neutra      ,            3, negativa, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , positiva,   28.223,   37.972,   67.24 ,    7.274,    7.077,    7.69 ,    7.159,    4.254
       537, neutra      ,            2, neutra      ,            2, neutra  , neutra  , negativa, negativa, negativa, neutra  , positiva, neutra  ,    4.386,    7.737,    8.199,    4.464,    6.939,    5.212,  128.686,    4.52
       538, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , neutra  , positiva, positiva, positiva,   11.674,   11.311,   10.719,   31.698,   13.786,    4.866,    5.176,   22.638
       539, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   16.301,   55.442,   11.975,    5.302,    9.362,    5.559,    3.912,   25.895
       540, neutra      ,            2, neutra      ,            2, neutra  , neutra  , negativa, negativa, neutra  , negativa, negativa, neutra  ,    6.554,    4.395,    4.996,    3.168,    3.79 ,    3.327,    2.102,   42.391
       541, neutra      ,            2, neutra      ,            4, neutra  , negativa, negativa, neutra  , neutra  , neutra  , neutra  , neutra  ,   17.59 ,   11.124,   10.636,    5.372,   14.489,    5.269,    5.239,    6.171
       542, positiva    ,            2, positiva    ,            4, positiva, positiva, neutra  , neutra  , positiva, positiva, positiva, positiva,   16.93 ,    3.866,   13.803,    6.071,   10.143,    2.196,    4.064,   49.989
       543, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    4.273,    4.619,    5.494,    5.399,    3.31 ,    3.309,    2.534,    2.896
       544, neutra      ,            2, positiva    ,            3, neutra  , neutra  , positiva, positiva, positiva, neutra  , positiva, positiva,    7.874,   14.915,   10.773,   14.144,   11.424,    6.005,   41.44 ,    4.353
       545, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    6.218,    6.752,    7.621,   40.411,    6.035,    5.124,    6.119,    4.048
       546, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    2.156,    3.05 ,    2.783,   33.789,    2.84 ,    1.594,    1.359,    2.007
       547, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.866,   10.008,   12.373,   11.087,    8.104,    7.016,   45.279,    4.154
       548, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.552,    7.901,    5.282,    3.177,    5.55 ,    3.81 ,    3.015,    1.863
       549, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, neutra  , positiva, positiva,   11.112,    7.59 ,   10.954,    8.23 ,   12.003,    7.945,    4.648,    3.68
       550, neutra      ,            3, neutra      ,            3, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , positiva,    6.353,   23.793,    8.652,   12.605,    4.987,    4.257,    4.16 ,    3.521
       551, positiva    ,            2, neutra      ,            2, positiva, negativa, positiva, negativa, neutra  , neutra  , positiva, negativa,    9.864,    7.753,   10.972,    5.201,    8.101,    4.508,    2.784,   10.535
       552, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    6.218,    7.787,    7.795,    5.942,    3.704,    2.742,    2.256,    5.776
       553, neutra      ,            4, positiva    ,            2, neutra  , neutra  , neutra  , neutra  , positiva, negativa, neutra  , positiva,   17.254,   11.508,   19.313,    5.026,   14.251,    7.653,    5.592,    8.263
       554, positiva    ,            3, positiva    ,            2, positiva, positiva, positiva, neutra  , positiva, positiva, neutra  , neutra  ,   11.517,   63.033,   13.305,   10.641,   12.041,    8.958,    5.928,   73.684
       555, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,    5.464,   16.865,    7.064,    7.699,    5.279,    3.369,    2.271,    6.95
       556, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , positiva, neutra  , neutra  ,    8.201,   20.702,   25.945,    3.875,    6.405,    4.435,    2.014,   11.804
       557, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, neutra  , negativa, negativa, negativa,    3.45 ,    4.185,    4.155,    8.333,    9.548,    2.381,    2.343,    2.731
       558, positiva    ,            4, positiva    ,            3, positiva, positiva, positiva, positiva, neutra  , positiva, positiva, positiva,   11.542,    9.375,   12.543,   58.015,   22.593,    6.015,    4.001,    6.658
       559, neutra      ,            3, neutra      ,            3, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , positiva,    7.927,   28.797,    8.011,    9.881,    3.959,    8.792,    3.254,    3.47
       560, positiva    ,            3, positiva    ,            4, positiva, positiva, negativa, positiva, positiva, positiva, positiva, positiva,    5.266,    6.567,    9.146,   17.926,    6.622,    4.224,    5.199,   21.307
       561, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,    8.97 ,   20.552,   11.51 ,   48.283,   10.829,    3.356,    7.48 ,    6.057
       562, positiva    ,            2, positiva    ,            3, positiva, positiva, neutra  , neutra  , neutra  , positiva, positiva, positiva,   13.632,   15.581,   19.002,    5.358,    9.523,    4.828,    4.409,    4.516
       563, negativa    ,            4, negativa    ,            2, negativa, negativa, negativa, negativa, negativa, negativa, positiva, neutra  ,    7.836,    5.789,    4.951,    4.213,    3.882,    3.581,    6.727,    5.941
       564, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    7.696,    3.815,    5.203,    2.373,    4.71 ,    3.159,    2.2  ,    3.874
       565, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    2.609,    6.406,    3.585,   16.907,    2.76 ,    1.447,    1.096,    6.199
       566, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, neutra  , positiva,    3.887,   63.627,    6.776,   48.606,    6.212,    3.904,    2.96 ,   44.407
       567, positiva    ,            2, positiva    ,            4, negativa, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,   11.584,   41.108,   12.847,   91.349,   18.242,   10.898,    5.638,   40.951
       568, negativa    ,            3, negativa    ,            4, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, negativa,    4.86 ,    8.941,    5.457,    3.313,    3.601,    3.734,    2.352,    2.716
       569, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    9.547,   18.217,    8.052,    7.031,    8.992,    7.097,    4.817,    3.123
       570, negativa    ,            2, negativa    ,            3, negativa, negativa, positiva, neutra  , positiva, negativa, negativa, negativa,    9.536,    6.901,   10.11 ,    6.135,   12.425,    4.203,    6.855,    3.037
       571, neutra      ,            3, neutra      ,            4, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , neutra  , neutra  ,    4.16 ,    6.471,    3.506,    2.241,    2.917,    1.968,    2.646,    4.637
       572, positiva    ,            3, positiva    ,            4, positiva, positiva, positiva, neutra  , positiva, positiva, positiva, positiva,    4.499,    6.405,    5.028,    7.537,    7.525,    3.791,    2.809,    4.354
       573, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , neutra  , positiva, positiva, positiva,    4.648,    6.435,    4.227,    3.09 ,    5.494,    1.611,    1.934,    2.573
       574, negativa    ,            3, neutra      ,            2, negativa, negativa, negativa, neutra  , neutra  , negativa, neutra  , positiva,    8.562,    7.09 ,    4.758,    1.891,    7.547,    3.222,    2.552,    3.404
